Token;POS;Género;Número
estos;DET;Masc;Plur
participantes;NOUN;;Plur
durante;ADP;;
todo;DET;Masc;Sing
el;DET;Masc;Sing
estudio;NOUN;Masc;Sing
.;PUNCT;;
¿;PUNCT;;
Cuáles;PRON;;Plur
fueron;AUX;;Plur
los;DET;Masc;Plur
efectos;NOUN;Masc;Plur
secundarios;ADJ;Masc;Plur
graves;ADJ;;Plur
?;PUNCT;;
Los;DET;Masc;Plur
efectos;NOUN;Masc;Plur
secundarios;ADJ;Masc;Plur
se;PRON;;
consideran;VERB;;Plur
“;NOUN;Fem;Plur
graves;ADJ;;Plur
”;PUNCT;;
si;SCONJ;;
provocan;VERB;;Plur
la;DET;Fem;Sing
muerte;NOUN;Fem;Sing
,;PUNCT;;
ponen;VERB;;Plur
en;ADP;;
peligro;NOUN;Masc;Sing
la;DET;Fem;Sing
vida;NOUN;Fem;Sing
,;PUNCT;;
causan;VERB;;Plur
problemas;NOUN;Masc;Plur
duraderos;ADJ;Masc;Plur
o;CCONJ;;
requieren;VERB;;Plur
atención;NOUN;Fem;Sing
hospitalaria;ADJ;Fem;Sing
.;PUNCT;;
Bajo;ADP;;
tratamiento;NOUN;Masc;Sing
con;ADP;;
terapia;NOUN;Fem;Sing
de;ADP;;
nucleós(t)idos;ADJ;Masc;Plur
estable;ADJ;;Sing
:;PUNCT;;
Fue;AUX;;Sing
comunicado;VERB;Masc;Sing
un;DET;Masc;Sing
efecto;NOUN;Masc;Sing
secundario;ADJ;Masc;Sing
grave;ADJ;;Sing
de;ADP;;
aparición;NOUN;Fem;Sing
y;CCONJ;;
aglutinación;NOUN;Fem;Sing
de;ADP;;
niveles;NOUN;Masc;Plur
anormales;ADJ;;Plur
de;ADP;;
proteínas;NOUN;Fem;Plur
en;ADP;;
la;DET;Fem;Sing
sangre;NOUN;Fem;Sing
por;ADP;;
un;DET;Masc;Sing
participante;ADJ;;Sing
(;PUNCT;;
1;NUM;;
%;SYM;;
);PUNCT;;
en;ADP;;
el;DET;Masc;Sing
grupo;NOUN;Masc;Sing
1;NUM;;
del;ADP;Masc;Sing
estudio;NOUN;Masc;Sing
.;PUNCT;;
Sin;ADP;;
terapia;NOUN;Fem;Sing
de;ADP;;
nucleós(t)idos;ADJ;Masc;Plur
:;PUNCT;;
Los;DET;Masc;Plur
efectos;NOUN;Masc;Plur
secundarios;ADJ;Masc;Plur
graves;ADJ;;Plur
comunicados;ADJ;Masc;Plur
fueron;AUX;;Plur
respuesta;NOUN;Fem;Sing
de;ADP;;
defensa;NOUN;;Sing
exagerada;ADJ;Fem;Sing
(;PUNCT;;
inflamación;NOUN;Fem;Sing
);PUNCT;;
que;PRON;;
afecta;VERB;;Sing
a;ADP;;
todo;DET;Masc;Sing
el;DET;Masc;Sing
cuerpo;NOUN;Masc;Sing
,;PUNCT;;
función;NOUN;Fem;Sing
hepática;ADJ;Fem;Sing
anormal;ADJ;;Sing
y;CCONJ;;
brote;NOUN;Masc;Sing
de;ADP;;
infección;NOUN;Fem;Sing
de;ADP;;
hepatitis;PROPN;;
B.;PROPN;;
Cada;DET;;Sing
uno;PRON;Masc;Sing
ocurrió;VERB;;Sing
en;ADP;;
un;DET;Masc;Sing
participante;ADJ;;Sing
(;PUNCT;;
1;NUM;;
%;SYM;;
);PUNCT;;
del;ADP;Masc;Sing
grupo;NOUN;Masc;Sing
1;NUM;;
del;ADP;Masc;Sing
estudio;NOUN;Masc;Sing
.;PUNCT;;
Ningún;DET;Masc;Sing
participante;ADV;;
murió;VERB;;Sing
durante;ADP;;
el;DET;Masc;Sing
estudio;NOUN;Masc;Sing
.;PUNCT;;
¿;PUNCT;;
Cuáles;PRON;;Plur
fueron;AUX;;Plur
los;DET;Masc;Plur
efectos;NOUN;Masc;Plur
secundarios;ADJ;Masc;Plur
no;ADV;;
graves;ADJ;;Plur
?;PUNCT;;
Fueron;AUX;;Plur
comunicados;VERB;Masc;Plur
efectos;NOUN;Masc;Plur
secundarios;ADJ;Masc;Plur
no;ADV;;
graves;ADJ;;Plur
por;ADP;;
167;NUM;;
de;ADP;;
los;DET;Masc;Plur
226;NUM;;
participantes;NOUN;;Plur
(;PUNCT;;
74;NUM;;
%;SYM;;
);PUNCT;;
que;PRON;;
recibían;VERB;;Plur
terapia;NOUN;Fem;Sing
de;ADP;;
nucleós(t)idos;ADJ;Masc;Plur
estable;ADJ;;Sing
y;CCONJ;;
por;ADP;;
191;NUM;;
de;ADP;;
los;DET;Masc;Plur
229;NUM;;
participantes;NOUN;;Plur
(;PUNCT;;
83;NUM;;
%;SYM;;
);PUNCT;;
que;SCONJ;;
no;ADV;;
la;PRON;Fem;Sing
recibían;VERB;;Plur
.;PUNCT;;
A;ADP;;
continuación;NOUN;;
se;PRON;;
muestran;VERB;;Plur
los;DET;Masc;Plur
efectos;NOUN;Masc;Plur
secundarios;ADJ;Masc;Plur
no;ADV;;
graves;ADJ;;Plur
comunicados;ADJ;Masc;Plur
por;ADP;;
el;DET;Masc;Sing
5;NUM;;
%;SYM;;
o;CCONJ;;
más;ADV;;
del;ADP;Masc;Sing
total;NOUN;Masc;Sing
de;ADP;;
los;DET;Masc;Plur
participantes;NOUN;;Plur
.;PUNCT;;
Bajo;ADP;;
tratamiento;NOUN;Masc;Sing
con;ADP;;
terapia;NOUN;Fem;Sing
de;ADP;;
nucleós(t)idos;ADJ;Masc;Plur
estable;ADJ;;Sing
:;PUNCT;;
-;PUNCT;;
Fiebre;PROPN;;
-;PUNCT;;
Niveles;PROPN;;
de;ADP;;
una;DET;Fem;Sing
proteína;NOUN;Fem;Sing
del;ADP;Masc;Sing
hígado;NOUN;Masc;Sing
(;PUNCT;;
alanina;ADJ;Fem;Sing
aminotransferasa;NOUN;Fem;Sing
);PUNCT;;
en;ADP;;
sangre;NOUN;;
superiores;ADJ;;Plur
a;ADP;;
lo;PRON;Masc;Sing
normal;ADJ;;Sing
-;PUNCT;;
Cardenal;PROPN;;
-;PUNCT;;
Decoloración;PROPN;;
-;PUNCT;;
Molestia;PROPN;;
-;PUNCT;;
Comezón;PROPN;;
-;PUNCT;;
Dolor;PROPN;;
-;PUNCT;;
Enrojecimiento;PROPN;;
-;PUNCT;;
Hinchazón;PROPN;;
Sin;ADP;;
terapia;NOUN;Fem;Sing
de;ADP;;
nucleós(t)idos;ADJ;Masc;Plur
:;PUNCT;;
-;PUNCT;;
Disminución;PROPN;;
en;ADP;;
el;DET;Masc;Sing
recuento;NOUN;Masc;Sing
de;ADP;;
plaquetas;NOUN;Fem;Plur
en;ADP;;
sangre;PROPN;;
(;PUNCT;;
células;NOUN;Fem;Plur
que;PRON;;
ayudan;VERB;;Plur
a;ADP;;
la;DET;Fem;Sing
coagulación;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
sangre;NOUN;Fem;Sing
);PUNCT;;
-;PUNCT;;
Disminución;PROPN;;
de;ADP;;
la;DET;Fem;Sing
proteína;NOUN;Fem;Sing
C3;PROPN;;
en;ADP;;
sangre;NOUN;Fem;Sing
-;PUNCT;;
Disminución;PROPN;;
de;ADP;;
la;DET;Fem;Sing
proteína;NOUN;Fem;Sing
C4;PROPN;;
en;ADP;;
sangre;NOUN;Fem;Sing
-;PUNCT;;
Fiebre;PROPN;;
-;PUNCT;;
Cefalea;PROPN;;
-;PUNCT;;
Niveles;PROPN;;
de;ADP;;
una;DET;Fem;Sing
proteína;NOUN;Fem;Sing
del;ADP;Masc;Sing
hígado;NOUN;Masc;Sing
(;PUNCT;;
alanina;ADJ;Fem;Sing
aminotransferasa;NOUN;Fem;Sing
);PUNCT;;
en;ADP;;
sangre;NOUN;;
superiores;ADJ;;Plur
a;ADP;;
lo;PRON;Masc;Sing
normal;ADJ;;Sing
-;PUNCT;;
Cansancio;PROPN;;
-;PUNCT;;
Cardenal;PROPN;;
-;PUNCT;;
Recolección;PROPN;;
de;ADP;;
sangre;NOUN;Fem;Sing
-;PUNCT;;
Decoloración;PROPN;;
-;PUNCT;;
Molestia;PROPN;;
-;PUNCT;;
Rigidez;PROPN;;
-;PUNCT;;
Comezón;PROPN;;
-;PUNCT;;
Dolor;PROPN;;
-;PUNCT;;
Enrojecimiento;PROPN;;
-;PUNCT;;
Hinchazón;PROPN;;
¿;PUNCT;;
Cómo;PRON;;
ha;AUX;;Sing
ayudado;VERB;Masc;Sing
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
a;ADP;;
los;DET;Masc;Plur
participantes;NOUN;;Plur
y;CCONJ;;
a;ADP;;
los;DET;Masc;Plur
investigadores;NOUN;Masc;Plur
?;PUNCT;;
El;DET;Masc;Sing
tratamiento;NOUN;Masc;Sing
con;ADP;;
bepirovirsen;PROPN;;
dio;VERB;;Sing
como;SCONJ;;
resultado;NOUN;Masc;Sing
la;DET;Fem;Sing
pérdida;NOUN;Fem;Sing
del;ADP;Masc;Sing
HBsAg;PROPN;;
y;CCONJ;;
ADN;PROPN;;
de;ADP;;
VHB;PROPN;;
durante;ADP;;
seis;NUM;;Plur
meses;NOUN;Masc;Plur
después;ADV;;
de;ADP;;
abandonar;VERB;;
el;DET;Masc;Sing
tratamiento;NOUN;Masc;Sing
con;ADP;;
bepirovirsen;PROPN;;
.;PUNCT;;
La;DET;Fem;Sing
respuesta;NOUN;Fem;Sing
al;ADP;Masc;Sing
tratamiento;NOUN;Masc;Sing
fue;AUX;;Sing
mayor;ADJ;;Sing
en;ADP;;
participantes;NOUN;;Plur
que;PRON;;
tenían;VERB;;Plur
niveles;NOUN;Masc;Plur
de;ADP;;
HBsAg;PROPN;;
inferiores;ADJ;;Plur
o;CCONJ;;
iguales;ADJ;;Plur
a;ADP;;
1000;NOUN;;
UI;PROPN;;
/;PUNCT;;
ml;NOUN;;
antes;ADV;;
del;ADP;Masc;Sing
inicio;NOUN;Masc;Sing
del;ADP;Masc;Sing
estudio;NOUN;Masc;Sing
,;PUNCT;;
en;ADP;;
comparación;NOUN;Fem;Sing
con;ADP;;
participantes;NOUN;;Plur
que;PRON;;
tenían;VERB;;Plur
niveles;NOUN;Masc;Plur
de;ADP;;
HBsAg;PROPN;;
superiores;ADJ;;Plur
a;ADP;;
1000;NOUN;;
UI;PROPN;;
/;PUNCT;;
ml;NOUN;;
antes;ADV;;
del;ADP;Masc;Sing
inicio;NOUN;Masc;Sing
del;ADP;Masc;Sing
estudio;NOUN;Masc;Sing
.;PUNCT;;
El;DET;Masc;Sing
bepirovirsen;PROPN;;
fue;AUX;;Sing
seguro;ADJ;Masc;Sing
y;CCONJ;;
los;DET;Masc;Plur
efectos;NOUN;Masc;Plur
secundarios;ADJ;Masc;Plur
comunicados;ADJ;Masc;Plur
en;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
fueron;AUX;;Plur
los;DET;Masc;Plur
esperados;NOUN;Masc;Plur
.;PUNCT;;
Título;PROPN;;
completo;ADJ;Masc;Sing
del;ADP;Masc;Sing
estudio;NOUN;Masc;Sing
:;PUNCT;;
Estudio;PROPN;;
de;ADP;;
fase;NOUN;Fem;Sing
IIb;PROPN;;
,;PUNCT;;
multicéntrico;ADJ;Masc;Sing
,;PUNCT;;
aleatorizado;ADJ;Masc;Sing
,;PUNCT;;
parcialmente;ADV;;
ciego;ADJ;Masc;Sing
de;ADP;;
cohortes;NOUN;Fem;Plur
paralelas;ADJ;Fem;Plur
diseñado;ADJ;Masc;Sing
para;ADP;;
evaluar;VERB;;
la;DET;Fem;Sing
eficacia;NOUN;Fem;Sing
y;CCONJ;;
seguridad;NOUN;Fem;Sing
del;ADP;Masc;Sing
tratamiento;NOUN;Masc;Sing
con;ADP;;
GSK3228836;PROPN;;
en;ADP;;
participantes;NOUN;;Plur
infectados;ADJ;Masc;Plur
con;ADP;;
el;DET;Masc;Sing
virus;NOUN;Masc;
de;ADP;;
la;DET;Fem;Sing
hepatitis;NOUN;Fem;
B;PROPN;;
crónica;ADJ;Fem;Sing
(;PUNCT;;
B-Clear).Estudio;PROPN;;
de;ADP;;
la;DET;Fem;Sing
respuesta;NOUN;Fem;Sing
inmunitaria;ADJ;Fem;Sing
y;CCONJ;;
la;DET;Fem;Sing
seguridad;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
MenABCWY;PROPN;;
en;ADP;;
adolescentes;NOUN;;Plur
y;CCONJ;;
adultos;NOUN;Masc;Plur
sanos;ADJ;Masc;Plur
vacunados;ADJ;Masc;Plur
previamente;ADV;;
con;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
MenACWY;NOUN;Fem;Sing
Información;PROPN;;
general;ADJ;;Sing
sobre;ADP;;
el;DET;Masc;Sing
estudio;NOUN;Masc;Sing
¿;PUNCT;;
Cuál;PRON;;Sing
fue;AUX;;Sing
el;DET;Masc;Sing
propósito;NOUN;Masc;Sing
principal;ADJ;;Sing
del;ADP;Masc;Sing
estudio;NOUN;Masc;Sing
?;PUNCT;;
La;DET;Fem;Sing
meningitis;PROPN;;
es;AUX;;Sing
una;DET;Fem;Sing
enfermedad;NOUN;Fem;Sing
del;ADP;Masc;Sing
cerebro;NOUN;Masc;Sing
y;CCONJ;;
de;ADP;;
la;DET;Fem;Sing
médula;NOUN;Fem;Sing
espinal;ADJ;;Sing
";";PUNCT;;
entre;ADP;;
muchas;DET;Fem;Plur
otras;DET;Fem;Plur
causas;NOUN;Fem;Plur
,;PUNCT;;
la;PRON;Fem;Sing
puede;AUX;;Sing
provocar;VERB;;
el;DET;Masc;Sing
meningococo;NOUN;Masc;Sing
Neisseria;PROPN;;
meningitidis;PROPN;;
.;PUNCT;;
Estas;DET;Fem;Plur
bacterias;NOUN;Fem;Plur
pueden;AUX;;Plur
transmitirse;VERB;;
por;ADP;;
la;DET;Fem;Sing
tos;NOUN;Fem;Sing
y;CCONJ;;
los;DET;Masc;Plur
estornudos;NOUN;Masc;Plur
.;PUNCT;;
La;DET;Fem;Sing
meningitis;NOUN;Fem;
también;ADV;;
puede;AUX;;Sing
ocasionar;VERB;;
la;DET;Fem;Sing
inflamación;NOUN;Fem;Sing
de;ADP;;
las;DET;Fem;Plur
membranas;NOUN;Fem;Plur
protectoras;ADJ;Fem;Plur
que;PRON;;
cubren;VERB;;Plur
el;DET;Masc;Sing
cerebro;NOUN;Masc;Sing
y;CCONJ;;
la;DET;Fem;Sing
médula;NOUN;Fem;Sing
espinal;ADJ;;Sing
.;PUNCT;;
Las;DET;Fem;Plur
vacunas;NOUN;Fem;Plur
pueden;AUX;;Plur
ayudar;VERB;;
a;ADP;;
proteger;VERB;;
a;ADP;;
las;DET;Fem;Plur
personas;NOUN;Fem;Plur
contra;ADP;;
la;DET;Fem;Sing
meningitis;NOUN;Fem;
causada;ADJ;Fem;Sing
por;ADP;;
el;DET;Masc;Sing
meningococo;NOUN;Masc;Sing
Neisseria;PROPN;;
meningitidis;PROPN;;
.;PUNCT;;
La;DET;Fem;Sing
vacuna;ADJ;Fem;Sing
MenABCWY;NOUN;Fem;Sing
se;PRON;;
desarrolló;VERB;;Sing
para;ADP;;
brindar;VERB;;
protección;NOUN;Fem;Sing
contra;ADP;;
las;DET;Fem;Plur
enfermedades;NOUN;Fem;Plur
que;PRON;;
producen;VERB;;Plur
diferentes;DET;;Plur
tipos;NOUN;Masc;Plur
de;ADP;;
meningococos;NOUN;Masc;Plur
(;PUNCT;;
los;DET;Masc;Plur
tipos;NOUN;Masc;Plur
A;PROPN;;
,;PUNCT;;
B;NOUN;Fem;Sing
,;PUNCT;;
C;PROPN;;
,;PUNCT;;
W;PROPN;;
,;PUNCT;;
Y;CCONJ;;
);PUNCT;;
.;PUNCT;;
Se;PRON;;
desarrolló;VERB;;Sing
sobre;ADP;;
la;DET;Fem;Sing
base;NOUN;;Sing
de;ADP;;
dos;NUM;;Plur
vacunas;NOUN;Fem;Plur
ya;ADV;;
disponibles;ADJ;;Plur
en;ADP;;
el;DET;Masc;Sing
mercado;NOUN;Masc;Sing
,;PUNCT;;
Menveo;PROPN;;
(;PUNCT;;
vacuna;ADJ;Fem;Sing
MenACWY;PROPN;;
);PUNCT;;
y;CCONJ;;
Bexsero;PROPN;;
(;PUNCT;;
vacuna;DET;Fem;Sing
MenB;PROPN;;
);PUNCT;;
.;PUNCT;;
Menveo;PROPN;;
es;AUX;;Sing
una;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
que;PRON;;
ayuda;VERB;;Sing
a;ADP;;
proteger;VERB;;
contra;ADP;;
los;DET;Masc;Plur
meningococos;ADJ;Masc;Plur
tipo;NOUN;Masc;Sing
A;PROPN;;
,;PUNCT;;
C;PROPN;;
,;PUNCT;;
W;PROPN;;
e;CCONJ;;
Y.;PROPN;;
Bexsero;PROPN;;
es;AUX;;Sing
una;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
que;PRON;;
ayuda;VERB;;Sing
a;ADP;;
proteger;VERB;;
contra;ADP;;
el;DET;Masc;Sing
meningococo;NOUN;Masc;Sing
tipo;NOUN;Masc;Sing
B.;PROPN;;
Este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
se;PRON;;
llevó;VERB;;Sing
a;ADP;;
cabo;NOUN;Masc;Sing
para;ADP;;
obtener;VERB;;
más;ADV;;
información;NOUN;Fem;Sing
sobre;ADP;;
la;DET;Fem;Sing
seguridad;NOUN;Fem;Sing
y;CCONJ;;
la;DET;Fem;Sing
respuesta;NOUN;Fem;Sing
inmunitaria;ADJ;Fem;Sing
,;PUNCT;;
en;ADP;;
adolescentes;NOUN;;Plur
y;CCONJ;;
adultos;NOUN;Masc;Plur
sanos;ADJ;Masc;Plur
,;PUNCT;;
a;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
del;ADP;Masc;Sing
estudio;NOUN;Masc;Sing
MenABCWY;PROPN;;
administrada;ADJ;Fem;Sing
como;SCONJ;;
refuerzo;NOUN;Masc;Sing
después;ADV;;
de;ADP;;
al;ADP;Masc;Sing
menos;ADV;;
4;NUM;;
años;NOUN;Masc;Plur
de;ADP;;
la;DET;Fem;Sing
administración;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
MenACWY;PROPN;;
.;PUNCT;;
Las;DET;Fem;Plur
dosis;NOUN;Fem;
de;ADP;;
refuerzo;NOUN;Masc;Sing
son;AUX;;Plur
dosis;NOUN;Fem;
de;ADP;;
vacuna;NOUN;Fem;Sing
adicionales;ADJ;;Plur
que;PRON;;
se;PRON;;
deben;AUX;;Plur
inyectar;VERB;;
periódicamente;ADV;;
para;ADP;;
“;PUNCT;;
reforzar;VERB;;
”;PUNCT;;
el;DET;Masc;Sing
sistema;NOUN;Masc;Sing
inmunitario;ADJ;Masc;Sing
.;PUNCT;;
¿;PUNCT;;
Cuándo;PRON;;
y;CCONJ;;
dónde;PRON;;
se;PRON;;
llevó;VERB;;Sing
a;ADP;;
cabo;NOUN;Masc;Sing
el;DET;Masc;Sing
estudio;NOUN;Masc;Sing
?;PUNCT;;
De;ADP;;
los;DET;Masc;Plur
1250;NUM;;
adolescentes;NOUN;;Plur
y;CCONJ;;
adultos;NOUN;Masc;Plur
jóvenes;ADJ;;Plur
que;PRON;;
se;PRON;;
inscribieron;VERB;;Plur
en;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
,;PUNCT;;
1247;NUM;;
participantes;NOUN;;Plur
recibieron;VERB;;Plur
al;ADP;Masc;Sing
menos;ADV;;
una;DET;Fem;Sing
dosis;NOUN;Fem;
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
.;PUNCT;;
En;ADP;;
total;NOUN;Masc;Sing
,;PUNCT;;
4;NUM;;
países;NOUN;Masc;Plur
participaron;VERB;;Plur
en;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
.;PUNCT;;
¿;PUNCT;;
Quiénes;PROPN;;
participaron;VERB;;Plur
en;ADP;;
el;DET;Masc;Sing
estudio;NOUN;Masc;Sing
?;PUNCT;;
Los;DET;Masc;Plur
estudios;NOUN;Masc;Plur
tienen;VERB;;Plur
una;DET;Fem;Sing
lista;NOUN;Fem;Sing
de;ADP;;
requisitos;NOUN;Masc;Plur
que;PRON;;
definen;VERB;;Plur
a;ADP;;
los;DET;Masc;Plur
participantes;NOUN;;Plur
que;PRON;;
pueden;AUX;;Plur
participar;VERB;;
en;ADP;;
el;DET;Masc;Sing
estudio;NOUN;Masc;Sing
y;CCONJ;;
a;ADP;;
los;DET;Masc;Plur
que;PRON;;
no;ADV;;
pueden;AUX;;Plur
hacerlo;VERB;Masc;Sing
.;PUNCT;;
En;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
,;PUNCT;;
podían;AUX;;Plur
participar;VERB;;
adolescentes;NOUN;;Plur
y;CCONJ;;
adultos;NOUN;Masc;Plur
jóvenes;ADJ;;Plur
que;PRON;;
cumplían;VERB;;Plur
las;DET;Fem;Plur
siguientes;ADJ;;Plur
condiciones;NOUN;Fem;Plur
:;PUNCT;;
•;PROPN;;
Tenían;VERB;;Plur
entre;ADP;;
15;NUM;;
y;CCONJ;;
25;NUM;;
años;NOUN;Masc;Plur
.;PUNCT;;
•;PROPN;;
Habían;AUX;;Plur
sido;AUX;Masc;Sing
vacunados;VERB;Masc;Plur
previamente;ADV;;
con;ADP;;
1;NUM;;
dosis;NOUN;Fem;
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
MenACWY;PROPN;;
a;ADP;;
los;DET;Masc;Plur
10;NUM;;
años;NOUN;Masc;Plur
o;CCONJ;;
posteriormente;ADV;;
al;ADP;Masc;Sing
menos;ADV;;
4;NUM;;
años;NOUN;Masc;Plur
antes;ADV;;
del;ADP;Masc;Sing
comienzo;NOUN;Masc;Sing
del;ADP;Masc;Sing
estudio;NOUN;Masc;Sing
.;PUNCT;;
•;PROPN;;
Estaban;AUX;;Plur
sanos;ADJ;Masc;Plur
,;PUNCT;;
sin;ADP;;
antecedentes;NOUN;Masc;Plur
de;ADP;;
enfermedades;NOUN;Fem;Plur
serias;ADJ;Fem;Plur
.;PUNCT;;
En;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
,;PUNCT;;
no;ADV;;
podían;AUX;;Plur
participar;VERB;;
adolescentes;NOUN;;Plur
y;CCONJ;;
adultos;NOUN;Masc;Plur
jóvenes;ADJ;;Plur
que;PRON;;
cumplían;VERB;;Plur
las;DET;Fem;Plur
siguientes;ADJ;;Plur
condiciones;NOUN;Fem;Plur
:;PUNCT;;
•;PROPN;;
Enfermedad;PROPN;;
confirmada;ADJ;Fem;Sing
por;ADP;;
el;DET;Masc;Sing
meningococo;NOUN;Masc;Sing
Neisseria;PROPN;;
meningitidis;PROPN;;
,;PUNCT;;
o;CCONJ;;
sospecha;VERB;;Sing
de;ADP;;
tal;DET;;Sing
enfermedad;NOUN;Fem;Sing
.;PUNCT;;
•;PROPN;;
Tenían;VERB;;Plur
antecedentes;NOUN;Masc;Plur
de;ADP;;
reacciones;NOUN;Fem;Plur
alérgicas;ADJ;Fem;Plur
provocadas;ADJ;Fem;Plur
por;ADP;;
cualquier;DET;;Sing
componente;NOUN;Masc;Sing
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
del;ADP;Masc;Sing
estudio;NOUN;Masc;Sing
.;PUNCT;;
•;PROPN;;
Tenían;VERB;;Plur
cualquier;DET;;Sing
cuadro;NOUN;Masc;Sing
clínico;ADJ;Masc;Sing
no;ADV;;
controlado;ADJ;Masc;Sing
,;PUNCT;;
funcionamiento;NOUN;Masc;Sing
anormal;ADJ;;Sing
del;ADP;Masc;Sing
sistema;NOUN;Masc;Sing
inmunitario;ADJ;Masc;Sing
o;CCONJ;;
enfermedades;NOUN;Fem;Plur
neurológicas;ADJ;Fem;Plur
.;PUNCT;;
•;PROPN;;
Habían;AUX;;Plur
sido;AUX;Masc;Sing
vacunados;VERB;Masc;Plur
previamente;ADV;;
con;ADP;;
2;NUM;;
o;CCONJ;;
más;ADV;;
dosis;NOUN;Fem;
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
MenACWY;PROPN;;
.;PUNCT;;
¿;PUNCT;;
Qué;DET;;
vacunas;NOUN;Fem;Plur
se;PRON;;
estudiaron;VERB;;Plur
?;PUNCT;;
-;PUNCT;;
Meningitis;PROPN;;
ABCWY;PROPN;;
-;PUNCT;;
Menveo;PROPN;;
-;PUNCT;;
Bexsero;PROPN;;
-;PUNCT;;
Placebo;PROPN;;
(;PUNCT;;
solución;NOUN;Fem;Sing
salina;ADJ;Fem;Sing
);PUNCT;;
¿;PUNCT;;
Qué;PRON;;Sing
sucedió;VERB;;Sing
durante;ADP;;
el;DET;Masc;Sing
estudio;NOUN;Masc;Sing
?;PUNCT;;
Este;PRON;Masc;Sing
es;AUX;;Sing
un;DET;Masc;Sing
estudio;NOUN;Masc;Sing
ciego;ADJ;Masc;Sing
para;ADP;;
el;DET;Masc;Sing
observador;NOUN;Masc;Sing
.;PUNCT;;
Esto;PRON;;Sing
significa;VERB;;Sing
que;SCONJ;;
ni;CCONJ;;
los;DET;Masc;Plur
participantes;NOUN;;Plur
,;PUNCT;;
ni;CCONJ;;
los;DET;Masc;Plur
médicos;NOUN;Masc;Plur
del;ADP;Masc;Sing
estudio;NOUN;Masc;Sing
ni;CCONJ;;
el;DET;Masc;Sing
equipo;NOUN;Masc;Sing
responsable;ADJ;;Sing
de;ADP;;
evaluar;VERB;;
los;DET;Masc;Plur
resultados;NOUN;Masc;Plur
del;ADP;Masc;Sing
estudio;NOUN;Masc;Sing
sabían;VERB;;Plur
qué;DET;;
vacuna;NOUN;Fem;Sing
se;PRON;;
había;AUX;;Sing
administrado;VERB;Masc;Sing
a;ADP;;
los;DET;Masc;Plur
participantes;NOUN;;Plur
.;PUNCT;;
Se;PRON;;
utilizó;VERB;;Sing
una;DET;Fem;Sing
computadora;NOUN;Fem;Sing
para;ADP;;
asignar;VERB;;
a;ADP;;
los;DET;Masc;Plur
participantes;NOUN;;Plur
a;ADP;;
uno;PRON;Masc;Sing
de;ADP;;
dos;NUM;;Plur
grupos;NOUN;Masc;Plur
aleatoriamente;ADV;;
.;PUNCT;;
Este;DET;Masc;Sing
procedimiento;NOUN;Masc;Sing
se;PRON;;
conoce;VERB;;Sing
como;SCONJ;;
asignación;NOUN;Fem;Sing
al;ADP;Masc;Sing
azar;NOUN;Masc;Sing
.;PUNCT;;
La;DET;Fem;Sing
información;NOUN;Fem;Sing
de;ADP;;
los;DET;Masc;Plur
grupos;NOUN;Masc;Plur
y;CCONJ;;
el;DET;Masc;Sing
programa;NOUN;Masc;Sing
de;ADP;;
vacunación;NOUN;Fem;Sing
fueron;AUX;;Plur
los;DET;Masc;Plur
que;PRON;;
se;PRON;;
muestran;VERB;;Plur
en;ADP;;
el;DET;Masc;Sing
diseño;NOUN;Masc;Sing
del;ADP;Masc;Sing
estudio;NOUN;Masc;Sing
a;ADP;;
continuación;NOUN;;
.;PUNCT;;
Se;PRON;;
extrajeron;VERB;;Plur
a;ADP;;
los;DET;Masc;Plur
participantes;ADJ;;Plur
muestras;NOUN;Fem;Plur
de;ADP;;
sangre;NOUN;Fem;Sing
para;ADP;;
analizarlas;VERB;Fem;Plur
el;DET;Masc;Sing
día;NOUN;;
1;NUM;;
,;PUNCT;;
el;DET;Masc;Sing
mes;NOUN;;
1;NUM;;
y;CCONJ;;
el;DET;Masc;Sing
mes;NOUN;;
7;NUM;;
.;PUNCT;;
Se;PRON;;
controló;VERB;;Sing
a;ADP;;
todos;DET;Masc;Plur
los;DET;Masc;Plur
participantes;NOUN;;Plur
por;ADP;;
si;SCONJ;;
presentaban;VERB;;Plur
