Token;POS;Género;Número
Los;DET;Masc;Plur
investigadores;NOUN;Masc;Plur
concluyeron;VERB;;Plur
que;SCONJ;;
la;DET;Fem;Sing
adición;NOUN;Fem;Sing
de;ADP;;
umeclidinio;NOUN;Masc;Sing
a;ADP;;
la;DET;Fem;Sing
terapia;NOUN;Fem;Sing
doble;ADJ;;Sing
,;PUNCT;;
en;ADP;;
el;DET;Masc;Sing
tratamiento;NOUN;Masc;Sing
de;ADP;;
pacientes;NOUN;;Plur
con;ADP;;
asma;NOUN;Fem;Sing
mal;ADV;;
controlada;ADJ;Fem;Sing
,;PUNCT;;
mostró;VERB;;Sing
una;DET;Fem;Sing
mejora;NOUN;Fem;Sing
mayor;ADJ;;Sing
de;ADP;;
la;DET;Fem;Sing
función;NOUN;Fem;Sing
pulmonar;ADJ;;Sing
en;ADP;;
comparación;NOUN;Fem;Sing
con;ADP;;
la;DET;Fem;Sing
terapia;NOUN;Fem;Sing
doble;ADJ;;Sing
sola;ADJ;Fem;Sing
.;PUNCT;;
Los;DET;Masc;Plur
efectos;NOUN;Masc;Plur
secundarios;ADJ;Masc;Plur
notificados;ADJ;Masc;Plur
en;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
fueron;VERB;;Plur
limitados;ADJ;Masc;Plur
.;PUNCT;;
Estudio;NOUN;Masc;Sing
sobre;ADP;;
la;DET;Fem;Sing
seguridad;NOUN;Fem;Sing
de;ADP;;
una;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
contra;ADP;;
el;DET;Masc;Sing
rotavirus;NOUN;Masc;
en;ADP;;
bebés;NOUN;Masc;Plur
Descripción;NOUN;Fem;Sing
general;ADJ;;Sing
¿;PUNCT;;
Por;ADP;;
qué;PRON;;Sing
se;PRON;;
realizó;VERB;;Sing
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
?;PUNCT;;
La;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
contra;ADP;;
el;DET;Masc;Sing
rotavirus;NOUN;Masc;
de;ADP;;
GSK;PROPN;;
está;VERB;;Sing
disponible;ADJ;;Sing
para;ADP;;
uso;NOUN;Masc;Sing
en;ADP;;
muchos;DET;Masc;Plur
países;NOUN;Masc;Plur
.;PUNCT;;
Hace;VERB;;Sing
algunos;DET;Masc;Plur
años;NOUN;Masc;Plur
,;PUNCT;;
los;DET;Masc;Plur
investigadores;NOUN;Masc;Plur
descubrieron;VERB;;Plur
pequeñas;ADJ;Fem;Plur
cantidades;NOUN;Fem;Plur
de;ADP;;
fragmentos;NOUN;Masc;Plur
del;ADP;Masc;Sing
circovirus;NOUN;Masc;
porcino;ADJ;Masc;Sing
1;NUM;;
(;PUNCT;;
PCV-1;PROPN;;
);PUNCT;;
,;PUNCT;;
un;DET;Masc;Sing
virus;NOUN;Masc;
animal;ADJ;;Sing
,;PUNCT;;
en;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
de;ADP;;
GSK;PROPN;;
.;PUNCT;;
Aunque;SCONJ;;
las;DET;Fem;Plur
autoridades;NOUN;Fem;Plur
sanitarias;ADJ;Fem;Plur
determinaron;VERB;;Plur
que;SCONJ;;
el;DET;Masc;Sing
PCV-1;PROPN;;
no;ADV;;
representaba;VERB;;Sing
ninguna;DET;Fem;Sing
amenaza;NOUN;Fem;Sing
para;ADP;;
la;DET;Fem;Sing
salud;NOUN;Fem;Sing
pública;ADJ;Fem;Sing
ni;CCONJ;;
para;ADP;;
los;DET;Masc;Plur
bebés;NOUN;Masc;Plur
y;CCONJ;;
niños;NOUN;Masc;Plur
vacunados;ADJ;Masc;Plur
,;PUNCT;;
GSK;PROPN;;
decidió;VERB;;Sing
desarrollar;VERB;;
una;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
contra;ADP;;
el;DET;Masc;Sing
rotavirus;NOUN;Masc;
sin;ADP;;
PCV;NOUN;Masc;Sing
.;PUNCT;;
El;DET;Masc;Sing
principal;ADJ;;Sing
objetivo;NOUN;Masc;Sing
de;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
fue;AUX;;Sing
evaluar;VERB;;
la;DET;Fem;Sing
seguridad;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
contra;ADP;;
el;DET;Masc;Sing
rotavirus;NOUN;Masc;
sin;ADP;;
PCV;NOUN;Masc;Sing
.;PUNCT;;
¿;PUNCT;;
Qué;PRON;;Sing
se;PRON;;
estudió;VERB;;Sing
?;PUNCT;;
Los;DET;Masc;Plur
posibles;ADJ;;Plur
efectos;NOUN;Masc;Plur
secundarios;ADJ;Masc;Plur
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
.;PUNCT;;
¿;PUNCT;;
Quién;PRON;;Sing
participó;VERB;;Sing
en;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
?;PUNCT;;
En;ADP;;
el;DET;Masc;Sing
estudio;NOUN;Masc;Sing
participaron;VERB;;Plur
693;NUM;;
bebés;NOUN;Masc;Plur
de;ADP;;
sexo;NOUN;Masc;Sing
femenino;ADJ;Masc;Sing
y;CCONJ;;
658;NUM;;
bebés;NOUN;Masc;Plur
de;ADP;;
sexo;NOUN;Masc;Sing
masculino;ADJ;Masc;Sing
de;ADP;;
5;NUM;;
países;NOUN;Masc;Plur
.;PUNCT;;
Tenían;VERB;;Plur
entre;ADP;;
6;NUM;;
y;CCONJ;;
12;NUM;;
semanas;NOUN;Fem;Plur
de;ADP;;
vida;NOUN;Fem;Sing
cuando;SCONJ;;
se;PRON;;
vacunaron;VERB;;Plur
por;ADP;;
primera;ADJ;Fem;Sing
vez;NOUN;Fem;Sing
.;PUNCT;;
¿;PUNCT;;
Qué;DET;;
tipo;NOUN;Masc;Sing
de;ADP;;
estudio;NOUN;Masc;Sing
fue;AUX;;Sing
?;PUNCT;;
Aleatorizado;ADJ;Masc;Sing
:;PUNCT;;
los;DET;Masc;Plur
bebés;NOUN;Masc;Plur
que;PRON;;
participaron;VERB;;Plur
en;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
se;PRON;;
asignaron;VERB;;Plur
a;ADP;;
un;DET;Masc;Sing
grupo;NOUN;Masc;Sing
de;ADP;;
estudio;NOUN;Masc;Sing
al;ADP;Masc;Sing
azar;NOUN;Masc;Sing
(;PUNCT;;
como;SCONJ;;
lanzar;VERB;;
una;DET;Fem;Sing
moneda;NOUN;Fem;Sing
al;ADP;Masc;Sing
aire;NOUN;Masc;Sing
);PUNCT;;
.;PUNCT;;
Ciego;ADJ;Masc;Sing
para;ADP;;
el;DET;Masc;Sing
observador;NOUN;Masc;Sing
:;PUNCT;;
ni;CCONJ;;
los;DET;Masc;Plur
padres;NOUN;Masc;Plur
o;CCONJ;;
tutores;NOUN;Masc;Plur
de;ADP;;
los;DET;Masc;Plur
bebés;NOUN;Masc;Plur
ni;CCONJ;;
el;DET;Masc;Sing
personal;NOUN;Masc;Sing
médico;ADJ;Masc;Sing
responsable;ADJ;;Sing
de;ADP;;
la;DET;Fem;Sing
evaluación;NOUN;Fem;Sing
de;ADP;;
los;DET;Masc;Plur
resultados;NOUN;Masc;Plur
del;ADP;Masc;Sing
estudio;NOUN;Masc;Sing
sabían;VERB;;Plur
qué;DET;;
vacuna;NOUN;Fem;Sing
se;PRON;;
había;AUX;;Sing
administrado;VERB;Masc;Sing
a;ADP;;
los;DET;Masc;Plur
bebés;NOUN;Masc;Plur
.;PUNCT;;
Resultados;NOUN;Masc;Plur
principales;ADJ;;Plur
Este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
no;ADV;;
planteó;VERB;;Sing
ninguna;DET;Fem;Sing
inquietud;NOUN;Fem;Sing
con;ADP;;
respecto;NOUN;Masc;Sing
a;ADP;;
la;DET;Fem;Sing
seguridad;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
contra;ADP;;
el;DET;Masc;Sing
rotavirus;NOUN;Masc;
sin;ADP;;
PCV;NOUN;Masc;Sing
.;PUNCT;;
Un;DET;Masc;Sing
bebé;NOUN;Masc;Sing
se;PRON;;
retiró;VERB;;Sing
del;ADP;Masc;Sing
estudio;NOUN;Masc;Sing
debido;ADJ;Masc;Sing
a;ADP;;
un;DET;Masc;Sing
efecto;NOUN;Masc;Sing
secundario;ADJ;Masc;Sing
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
.;PUNCT;;
Menos;ADV;;
del;ADP;Masc;Sing
1 %;NUM;;
de;ADP;;
los;DET;Masc;Plur
participantes;NOUN;;Plur
del;ADP;Masc;Sing
estudio;NOUN;Masc;Sing
reportó;VERB;;Sing
un;DET;Masc;Sing
evento;NOUN;Masc;Sing
médico;ADJ;Masc;Sing
grave;ADJ;;Sing
.;PUNCT;;
Este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
no;ADV;;
planteó;VERB;;Sing
ninguna;DET;Fem;Sing
inquietud;NOUN;Fem;Sing
con;ADP;;
respecto;NOUN;;
a;ADP;;
la;DET;Fem;Sing
seguridad;NOUN;Fem;Sing
.;PUNCT;;
Información;NOUN;Fem;Sing
general;ADJ;;Sing
sobre;ADP;;
el;DET;Masc;Sing
estudio;NOUN;Masc;Sing
de;ADP;;
investigación;NOUN;Fem;Sing
¿;PUNCT;;
Cuándo;PRON;;
se;PRON;;
realizó;VERB;;Sing
el;DET;Masc;Sing
estudio;NOUN;Masc;Sing
?;PUNCT;;
El;DET;Masc;Sing
estudio;NOUN;Masc;Sing
empezó;VERB;;Sing
en;ADP;;
julio;NOUN;Masc;
de;ADP;;
2019;NUM;;
y;CCONJ;;
terminó;VERB;;Sing
en;ADP;;
noviembre;NOUN;Masc;
de;ADP;;
2020;NUM;;
.;PUNCT;;
¿;PUNCT;;
Por;ADP;;
qué;PRON;;Sing
se;PRON;;
realizó;VERB;;Sing
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
?;PUNCT;;
Los;DET;Masc;Plur
rotavirus;NOUN;Masc;
afectan;VERB;;Plur
al;ADP;Masc;Sing
intestino;NOUN;Masc;Sing
.;PUNCT;;
Estos;DET;Masc;Plur
virus;NOUN;Masc;
pueden;AUX;;Plur
transmitirse;VERB;;
por;ADP;;
vía;NOUN;Fem;Sing
oral;ADJ;;Sing
y;CCONJ;;
provocar;VERB;;
diarrea;NOUN;Fem;Sing
acuosa;ADJ;Fem;Sing
grave;ADJ;;Sing
,;PUNCT;;
vómitos;NOUN;Masc;Plur
,;PUNCT;;
fiebre;NOUN;Fem;Sing
o;CCONJ;;
dolor;NOUN;Masc;Sing
abdominal;ADJ;;Sing
.;PUNCT;;
Las;DET;Fem;Plur
vacunas;NOUN;Fem;Plur
pueden;AUX;;Plur
ayudar;VERB;;
en;ADP;;
la;DET;Fem;Sing
protección;NOUN;Fem;Sing
contra;ADP;;
los;DET;Masc;Plur
rotavirus;NOUN;Masc;
,;PUNCT;;
ya;ADV;;
que;SCONJ;;
contienen;VERB;;Plur
partes;NOUN;Fem;Plur
de;ADP;;
estos;DET;Masc;Plur
virus;NOUN;Masc;
que;PRON;;
no;ADV;;
pueden;AUX;;Plur
causar;VERB;;
infección;NOUN;Fem;Sing
.;PUNCT;;
Estas;DET;Fem;Plur
partes;NOUN;Fem;Plur
ayudan;VERB;;Plur
al;ADP;Masc;Sing
cuerpo;NOUN;Masc;Sing
a;ADP;;
crear;VERB;;
defensas;NOUN;;Plur
,;PUNCT;;
conocidas;ADJ;Fem;Plur
como;SCONJ;;
anticuerpos;NOUN;Masc;Plur
,;PUNCT;;
contra;ADP;;
esos;DET;Masc;Plur
rotavirus;NOUN;Masc;
.;PUNCT;;
La;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
contra;ADP;;
el;DET;Masc;Sing
rotavirus;NOUN;Masc;
de;ADP;;
GSK;PROPN;;
está;VERB;;Sing
disponible;ADJ;;Sing
para;ADP;;
uso;NOUN;Masc;Sing
en;ADP;;
muchos;DET;Masc;Plur
países;NOUN;Masc;Plur
.;PUNCT;;
Hace;VERB;;Sing
algunos;DET;Masc;Plur
años;NOUN;Masc;Plur
,;PUNCT;;
los;DET;Masc;Plur
investigadores;NOUN;Masc;Plur
descubrieron;VERB;;Plur
pequeñas;ADJ;Fem;Plur
cantidades;NOUN;Fem;Plur
de;ADP;;
fragmentos;NOUN;Masc;Plur
del;ADP;Masc;Sing
circovirus;NOUN;Masc;
porcino;ADJ;Masc;Sing
1;NUM;;
(;PUNCT;;
PCV-1;PROPN;;
);PUNCT;;
,;PUNCT;;
un;DET;Masc;Sing
virus;NOUN;Masc;
animal;ADJ;;Sing
,;PUNCT;;
en;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
de;ADP;;
GSK;PROPN;;
.;PUNCT;;
Aunque;SCONJ;;
las;DET;Fem;Plur
autoridades;NOUN;Fem;Plur
sanitarias;ADJ;Fem;Plur
determinaron;VERB;;Plur
que;SCONJ;;
el;DET;Masc;Sing
PCV-1;PROPN;;
no;ADV;;
representaba;VERB;;Sing
ninguna;DET;Fem;Sing
amenaza;NOUN;Fem;Sing
para;ADP;;
la;DET;Fem;Sing
salud;NOUN;Fem;Sing
pública;ADJ;Fem;Sing
ni;CCONJ;;
para;ADP;;
los;DET;Masc;Plur
bebés;NOUN;Masc;Plur
y;CCONJ;;
niños;NOUN;Masc;Plur
vacunados;ADJ;Masc;Plur
,;PUNCT;;
GSK;PROPN;;
decidió;VERB;;Sing
desarrollar;VERB;;
una;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
contra;ADP;;
el;DET;Masc;Sing
rotavirus;NOUN;Masc;
sin;ADP;;
PCV;NOUN;Masc;Sing
.;PUNCT;;
El;DET;Masc;Sing
principal;ADJ;;Sing
objetivo;NOUN;Masc;Sing
de;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
fue;AUX;;Sing
evaluar;VERB;;
la;DET;Fem;Sing
seguridad;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
contra;ADP;;
el;DET;Masc;Sing
rotavirus;NOUN;Masc;
sin;ADP;;
PCV;NOUN;Masc;Sing
.;PUNCT;;
Este;DET;Masc;Sing
informe;NOUN;Masc;Sing
se;PRON;;
centra;VERB;;Sing
en;ADP;;
los;DET;Masc;Plur
resultados;NOUN;Masc;Plur
de;ADP;;
los;DET;Masc;Plur
principales;ADJ;;Plur
objetivos;NOUN;Masc;Plur
del;ADP;Masc;Sing
estudio;NOUN;Masc;Sing
.;PUNCT;;
Todos;DET;Masc;Plur
los;DET;Masc;Plur
resultados;NOUN;Masc;Plur
se;PRON;;
pueden;AUX;;Plur
encontrar;VERB;;
en;ADP;;
el;DET;Masc;Sing
resumen;NOUN;Masc;Sing
de;ADP;;
resultados;NOUN;Masc;Plur
clínicos;ADJ;Masc;Plur
.;PUNCT;;
¿;PUNCT;;
Quiénes;PRON;;Plur
participaron;VERB;;Plur
en;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
?;PUNCT;;
1351;NUM;;
bebés;NOUN;Masc;Plur
de;ADP;;
5;NUM;;
países;NOUN;Masc;Plur
.;PUNCT;;
Entre;ADP;;
6;NUM;;
y;CCONJ;;
12;NUM;;
semanas;NOUN;Fem;Plur
de;ADP;;
vida;NOUN;Fem;Sing
cuando;SCONJ;;
se;PRON;;
vacunaron;VERB;;Plur
por;ADP;;
primera;ADJ;Fem;Sing
vez;NOUN;Fem;Sing
.;PUNCT;;
693;NUM;;
bebés;NOUN;Masc;Plur
de;ADP;;
sexo;NOUN;Masc;Sing
femenino;ADJ;Masc;Sing
(;PUNCT;;
51 %;NUM;;
);PUNCT;;
658;NUM;;
bebés;NOUN;Masc;Plur
de;ADP;;
sexo;NOUN;Masc;Sing
masculino;ADJ;Masc;Sing
(;PUNCT;;
49 %;NUM;;
);PUNCT;;
Los;DET;Masc;Plur
bebés;NOUN;Masc;Plur
podían;AUX;;Plur
participar;VERB;;
en;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
si;SCONJ;;
:;PUNCT;;
Tenían;VERB;;Plur
buena;ADJ;Fem;Sing
salud;NOUN;Fem;Sing
.;PUNCT;;
Sus;DET;;Plur
padres;NOUN;Masc;Plur
les;PRON;;Plur
permitían;VERB;;Plur
participar;VERB;;
en;ADP;;
el;DET;Masc;Sing
estudio;NOUN;Masc;Sing
.;PUNCT;;
Los;DET;Masc;Plur
bebés;NOUN;Masc;Plur
no;ADV;;
podían;AUX;;Plur
participar;VERB;;
en;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
si;SCONJ;;
:;PUNCT;;
Habían;AUX;;Plur
recibido;VERB;;
anteriormente;ADV;;
una;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
contra;ADP;;
el;DET;Masc;Sing
rotavirus;NOUN;Masc;
.;PUNCT;;
Tenían;VERB;;Plur
defectos;NOUN;Masc;Plur
de;ADP;;
nacimiento;NOUN;Masc;Sing
o;CCONJ;;
un;DET;Masc;Sing
sistema;NOUN;Masc;Sing
inmunitario;ADJ;Masc;Sing
débil;ADJ;;Sing
.;PUNCT;;
Anteriormente;ADV;;
se;PRON;;
habían;AUX;;Plur
enfermado;VERB;Masc;Sing
a;ADP;;
causa;NOUN;Fem;Sing
de;ADP;;
una;DET;Fem;Sing
afección;NOUN;Fem;Sing
intestinal;ADJ;;Sing
en;ADP;;
la;DET;Fem;Sing
que;PRON;;
el;DET;Masc;Sing
intestino;NOUN;Masc;Sing
se;PRON;;
pliega;VERB;;Sing
sobre;ADP;;
sí;PRON;;
mismo;ADJ;Masc;Sing
(;PUNCT;;
intususcepción;NOUN;Fem;Sing
);PUNCT;;
.;PUNCT;;
¿;PUNCT;;
Qué;DET;;
vacunas;NOUN;Fem;Plur
se;PRON;;
estudiaron;VERB;;Plur
?;PUNCT;;
Vacuna;NOUN;Fem;Sing
contra;ADP;;
el;DET;Masc;Sing
rotavirus;NOUN;Masc;
sin;ADP;;
PCV;NOUN;Masc;Sing
:;PUNCT;;
vacuna;NOUN;Fem;Sing
que;PRON;;
se;PRON;;
desarrolló;VERB;;Sing
para;ADP;;
brindar;VERB;;
protección;NOUN;Fem;Sing
contra;ADP;;
los;DET;Masc;Plur
rotavirus;NOUN;Masc;
.;PUNCT;;
Esta;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
no;ADV;;
contenía;VERB;;Sing
fragmentos;NOUN;Masc;Plur
de;ADP;;
PCV-1;PROPN;;
y;CCONJ;;
se;PRON;;
administraba;VERB;;Sing
por;ADP;;
vía;NOUN;Fem;Sing
oral;ADJ;;Sing
.;PUNCT;;
Vacuna;NOUN;Fem;Sing
contra;ADP;;
el;DET;Masc;Sing
rotavirus;NOUN;Masc;
actual;ADJ;;Sing
:;PUNCT;;
vacuna;NOUN;Fem;Sing
que;PRON;;
se;PRON;;
había;AUX;;Sing
desarrollado;VERB;;
anteriormente;ADV;;
para;ADP;;
brindar;VERB;;
protección;NOUN;Fem;Sing
contra;ADP;;
los;DET;Masc;Plur
rotavirus;NOUN;Masc;
.;PUNCT;;
Esta;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
contenía;VERB;;Sing
pequeñas;ADJ;Fem;Plur
cantidades;NOUN;Fem;Plur
de;ADP;;
fragmentos;NOUN;Masc;Plur
de;ADP;;
PCV-1;PROPN;;
y;CCONJ;;
se;PRON;;
administraba;VERB;;Sing
por;ADP;;
vía;NOUN;Fem;Sing
oral;ADJ;;Sing
.;PUNCT;;
¿;PUNCT;;
Cómo;PRON;;
se;PRON;;
realizó;VERB;;Sing
el;DET;Masc;Sing
estudio;NOUN;Masc;Sing
?;PUNCT;;
En;ADP;;
la;DET;Fem;Sing
figura;NOUN;Fem;Sing
1;NUM;;
se;PRON;;
describe;VERB;;Sing
qué;DET;;
vacunas;NOUN;Fem;Plur
recibieron;VERB;;Plur
los;DET;Masc;Plur
bebés;NOUN;Masc;Plur
en;ADP;;
cada;DET;;Sing
grupo;NOUN;Masc;Sing
y;CCONJ;;
cuándo;PRON;;
las;PRON;Fem;Plur
recibieron;VERB;;Plur
.;PUNCT;;
Los;DET;Masc;Plur
médicos;NOUN;Masc;Plur
recolectaron;VERB;;Plur
información;NOUN;Fem;Sing
sobre;ADP;;
la;DET;Fem;Sing
seguridad;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
.;PUNCT;;
El;DET;Masc;Sing
estudio;NOUN;Masc;Sing
tuvo;VERB;;Sing
una;DET;Fem;Sing
duración;NOUN;Fem;Sing
aproximada;ADJ;Fem;Sing
de;ADP;;
7;NUM;;
a;ADP;;
8;NUM;;
meses;NOUN;Masc;Plur
para;ADP;;
cada;DET;;Sing
bebé;NOUN;Masc;Sing
.;PUNCT;;
Los;DET;Masc;Plur
bebés;NOUN;Masc;Plur
que;PRON;;
participaron;VERB;;Plur
en;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
se;PRON;;
asignaron;VERB;;Plur
a;ADP;;
un;DET;Masc;Sing
grupo;NOUN;Masc;Sing
de;ADP;;
estudio;NOUN;Masc;Sing
al;ADP;Masc;Sing
azar;NOUN;Masc;Sing
(;PUNCT;;
como;SCONJ;;
lanzar;VERB;;
una;DET;Fem;Sing
moneda;NOUN;Fem;Sing
al;ADP;Masc;Sing
aire;NOUN;Masc;Sing
);PUNCT;;
.;PUNCT;;
Ni;CCONJ;;
los;DET;Masc;Plur
padres;NOUN;Masc;Plur
o;CCONJ;;
tutores;NOUN;Masc;Plur
de;ADP;;
los;DET;Masc;Plur
bebés;NOUN;Masc;Plur
ni;CCONJ;;
el;DET;Masc;Sing
personal;NOUN;Masc;Sing
médico;ADJ;Masc;Sing
responsable;ADJ;;Sing
de;ADP;;
la;DET;Fem;Sing
evaluación;NOUN;Fem;Sing
de;ADP;;
los;DET;Masc;Plur
resultados;NOUN;Masc;Plur
del;ADP;Masc;Sing
estudio;NOUN;Masc;Sing
sabían;VERB;;Plur
qué;DET;;
vacuna;NOUN;Fem;Sing
se;PRON;;
había;AUX;;Sing
administrado;VERB;;
a;ADP;;
los;DET;Masc;Plur
bebés;NOUN;Masc;Plur
.;PUNCT;;
¿;PUNCT;;
Cuáles;PRON;;Plur
fueron;VERB;;Plur
los;DET;Masc;Plur
resultados;NOUN;Masc;Plur
principales;ADJ;;Plur
del;ADP;Masc;Sing
estudio;NOUN;Masc;Sing
?;PUNCT;;
Este;DET;Masc;Sing
informe;NOUN;Masc;Sing
contiene;VERB;;Sing
los;DET;Masc;Plur
resultados;NOUN;Masc;Plur
de;ADP;;
los;DET;Masc;Plur
principales;ADJ;;Plur
objetivos;NOUN;Masc;Plur
del;ADP;Masc;Sing
estudio;NOUN;Masc;Sing
.;PUNCT;;
Todos;DET;Masc;Plur
los;DET;Masc;Plur
resultados;NOUN;Masc;Plur
se;PRON;;
pueden;AUX;;Plur
encontrar;VERB;;
en;ADP;;
el;DET;Masc;Sing
resumen;NOUN;Masc;Sing
de;ADP;;
resultados;NOUN;Masc;Plur
clínicos;ADJ;Masc;Plur
.;PUNCT;;
Seguridad;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
contra;ADP;;
el;DET;Masc;Sing
rotavirus;NOUN;Masc;
sin;ADP;;
PCV;NOUN;Masc;Sing
El;DET;Masc;Sing
principal;ADJ;;Sing
objetivo;NOUN;Masc;Sing
de;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
fue;AUX;;Sing
evaluar;VERB;;
la;DET;Fem;Sing
seguridad;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
contra;ADP;;
el;DET;Masc;Sing
rotavirus;NOUN;Masc;
sin;ADP;;
PCV;NOUN;Masc;Sing
.;PUNCT;;
Las;DET;Fem;Plur
personas;NOUN;Fem;Plur
pueden;AUX;;Plur
experimentar;VERB;;
eventos;NOUN;Masc;Plur
médicos;ADJ;Masc;Plur
no;ADV;;
deseados;ADJ;Masc;Plur
(;PUNCT;;
eventos;ADJ;Masc;Plur
adversos;NOUN;Masc;Plur
);PUNCT;;
cuando;SCONJ;;
reciben;VERB;;Plur
una;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
.;PUNCT;;
Los;DET;Masc;Plur
médicos;NOUN;Masc;Plur
del;ADP;Masc;Sing
estudio;NOUN;Masc;Sing
registran;VERB;;Plur
estos;DET;Masc;Plur
eventos;NOUN;Masc;Plur
.;PUNCT;;
Se;PRON;;
puede;AUX;;Sing
encontrar;VERB;;
un;DET;Masc;Sing
resumen;NOUN;Masc;Sing
de;ADP;;
todos;DET;Masc;Plur
los;DET;Masc;Plur
eventos;NOUN;Masc;Plur
que;PRON;;
se;PRON;;
registraron;VERB;;Plur
durante;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
en;ADP;;
el;DET;Masc;Sing
resumen;NOUN;Masc;Sing
de;ADP;;
resultados;NOUN;Masc;Plur
clínicos;ADJ;Masc;Plur
.;PUNCT;;
Si;SCONJ;;
el;DET;Masc;Sing
médico;NOUN;Masc;Sing
del;ADP;Masc;Sing
estudio;NOUN;Masc;Sing
cree;VERB;;Sing
que;SCONJ;;
un;DET;Masc;Sing
evento;NOUN;Masc;Sing
fue;AUX;;Sing
a;ADP;;
causa;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
,;PUNCT;;
lo;PRON;Masc;Sing
registra;VERB;;Sing
como;SCONJ;;
un;DET;Masc;Sing
posible;ADJ;;Sing
efecto;NOUN;Masc;Sing
secundario;ADJ;Masc;Sing
(;PUNCT;;
reacción;NOUN;Fem;Sing
adversa;ADJ;Fem;Sing
);PUNCT;;
.;PUNCT;;
*;PUNCT;;
El;DET;Masc;Sing
uso;NOUN;Masc;Sing
del;ADP;Masc;Sing
término;NOUN;Masc;Sing
efectos;NOUN;Masc;Plur
secundarios;ADJ;Masc;Plur
en;ADP;;
este;DET;Masc;Sing
resumen;NOUN;Masc;Sing
puede;VERB;;Sing
ser;VERB;;
diferente;ADJ;;Sing
del;ADP;Masc;Sing
término;NOUN;Masc;Sing
usado;ADJ;Masc;Sing
en;ADP;;
el;DET;Masc;Sing
Consentimiento;NOUN;Masc;Sing
informado;ADJ;Masc;Sing
o;CCONJ;;
en;ADP;;
cualquier;DET;;Sing
otro;DET;Masc;Sing
documento;NOUN;Masc;Sing
relacionado;ADJ;Masc;Sing
con;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
.;PUNCT;;
En;ADP;;
este;DET;Masc;Sing
resumen;NOUN;Masc;Sing
,;PUNCT;;
se;PRON;;
denomina;VERB;;Sing
efectos;NOUN;Masc;Plur
secundarios;ADJ;Masc;Plur
*;PUNCT;;
a;ADP;;
aquellos;DET;Masc;Plur
eventos;NOUN;Masc;Plur
que;PRON;;
el;DET;Masc;Sing
médico;NOUN;Masc;Sing
del;ADP;Masc;Sing
estudio;NOUN;Masc;Sing
cree;VERB;;Sing
que;SCONJ;;
pueden;VERB;;Plur
haber;AUX;;
sido;AUX;;
causados;VERB;Masc;Plur
por;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
del;ADP;Masc;Sing
estudio;NOUN;Masc;Sing
.;PUNCT;;
El;DET;Masc;Sing
evento;NOUN;Masc;Sing
médico;ADJ;Masc;Sing
se;PRON;;
considerará;VERB;;Sing
como;SCONJ;;
grave;ADJ;;Sing
si;SCONJ;;
:;PUNCT;;
•;PUNCT;;
pone;VERB;;Sing
en;ADP;;
peligro;NOUN;Masc;Sing
