Token;POS;Género;Número
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
.;PUNCT;;
El;DET;Masc;Sing
estudio;NOUN;Masc;Sing
tuvo;VERB;;Sing
una;DET;Fem;Sing
duración;NOUN;Fem;Sing
aproximada;ADJ;Fem;Sing
de;ADP;;
7;NUM;;
a;ADP;;
8;NUM;;
meses;NOUN;Masc;Plur
para;ADP;;
cada;DET;;Sing
bebé;NOUN;Masc;Sing
.;PUNCT;;
Los;DET;Masc;Plur
bebés;NOUN;Masc;Plur
que;PRON;;
participaron;VERB;;Plur
en;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
se;PRON;;
asignaron;VERB;;Plur
a;ADP;;
un;DET;Masc;Sing
grupo;NOUN;Masc;Sing
de;ADP;;
estudio;NOUN;Masc;Sing
al;ADP;;
azar;NOUN;Masc;Sing
(;PUNCT;;
como;ADP;;
lanzar;VERB;;
una;DET;Fem;Sing
moneda;NOUN;Fem;Sing
al;ADP;;
aire;NOUN;Masc;Sing
);PUNCT;;
.;PUNCT;;
Ni;CCONJ;;
los;DET;Masc;Plur
padres;NOUN;Masc;Plur
o;CCONJ;;
tutores;NOUN;Masc;Plur
de;ADP;;
los;DET;Masc;Plur
bebés;NOUN;Masc;Plur
ni;CCONJ;;
el;DET;Masc;Sing
personal;NOUN;Masc;Sing
médico;ADJ;Masc;Sing
responsable;ADJ;;Sing
de;ADP;;
la;DET;Fem;Sing
evaluación;NOUN;Fem;Sing
de;ADP;;
los;DET;Masc;Plur
resultados;NOUN;Masc;Plur
del;ADP;;
estudio;NOUN;Masc;Sing
sabían;VERB;;Plur
qué;DET;;
vacuna;NOUN;Fem;Sing
se;PRON;;
había;AUX;;Sing
administrado;VERB;Masc;Sing
a;ADP;;
los;DET;Masc;Plur
bebés;NOUN;Masc;Plur
.;PUNCT;;
¿;PUNCT;;
Cuáles;PRON;;Plur
fueron;AUX;;Plur
los;DET;Masc;Plur
resultados;NOUN;Masc;Plur
principales;ADJ;;Plur
del;ADP;;
estudio;NOUN;Masc;Sing
?;PUNCT;;
Este;DET;Masc;Sing
informe;NOUN;Masc;Sing
contiene;VERB;;Sing
los;DET;Masc;Plur
resultados;NOUN;Masc;Plur
de;ADP;;
los;DET;Masc;Plur
principales;ADJ;;Plur
objetivos;NOUN;Masc;Plur
del;ADP;;
estudio;NOUN;Masc;Sing
.;PUNCT;;
Todos;DET;Masc;Plur
los;DET;Masc;Plur
resultados;NOUN;Masc;Plur
se;PRON;;
pueden;AUX;;Plur
encontrar;VERB;;
en;ADP;;
el;DET;Masc;Sing
resumen;NOUN;Masc;Sing
de;ADP;;
resultados;NOUN;Masc;Plur
clínicos;ADJ;Masc;Plur
.;PUNCT;;
Seguridad;PROPN;;
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
contra;ADP;;
el;DET;Masc;Sing
rotavirus;NOUN;Masc;Sing
sin;ADP;;
PCV;PROPN;;
El;DET;Masc;Sing
principal;ADJ;;Sing
objetivo;NOUN;Masc;Sing
de;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
fue;AUX;;Sing
evaluar;VERB;;
la;DET;Fem;Sing
seguridad;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
contra;ADP;;
el;DET;Masc;Sing
rotavirus;NOUN;Masc;Sing
sin;ADP;;
PCV;PROPN;;
.;PUNCT;;
Las;DET;Fem;Plur
personas;NOUN;Fem;Plur
pueden;AUX;;Plur
experimentar;VERB;;
eventos;NOUN;Masc;Plur
médicos;ADJ;Masc;Plur
no;ADV;;
deseados;ADJ;Masc;Plur
(;PUNCT;;
eventos;NOUN;Masc;Plur
adversos;ADJ;Masc;Plur
);PUNCT;;
cuando;SCONJ;;
reciben;VERB;;Plur
una;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
.;PUNCT;;
Los;DET;Masc;Plur
médicos;NOUN;Masc;Plur
del;ADP;;
estudio;NOUN;Masc;Sing
registran;VERB;;Plur
estos;DET;Masc;Plur
eventos;NOUN;Masc;Plur
.;PUNCT;;
Se;PRON;;
puede;AUX;;Sing
encontrar;VERB;;
un;DET;Masc;Sing
resumen;NOUN;Masc;Sing
de;ADP;;
todos;DET;Masc;Plur
los;DET;Masc;Plur
eventos;NOUN;Masc;Plur
que;PRON;;
se;PRON;;
registraron;VERB;;Plur
durante;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
en;ADP;;
el;DET;Masc;Sing
resumen;NOUN;Masc;Sing
de;ADP;;
resultados;NOUN;Masc;Plur
clínicos;ADJ;Masc;Plur
.;PUNCT;;
Si;SCONJ;;
el;DET;Masc;Sing
médico;NOUN;Masc;Sing
del;ADP;;
estudio;NOUN;Masc;Sing
cree;VERB;;Sing
que;SCONJ;;
un;DET;Masc;Sing
evento;NOUN;Masc;Sing
fue;AUX;;Sing
a;ADP;;
causa;NOUN;;
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
,;PUNCT;;
lo;PRON;Masc;Sing
registra;VERB;;Sing
como;SCONJ;;
un;DET;Masc;Sing
posible;ADJ;;Sing
efecto;NOUN;Masc;Sing
secundario;ADJ;Masc;Sing
(;PUNCT;;
reacción;NOUN;Fem;Sing
adversa;ADJ;Fem;Sing
);PUNCT;;
.;PUNCT;;
*;PUNCT;;
El;DET;Masc;Sing
uso;NOUN;Masc;Sing
del;ADP;;
término;NOUN;Masc;Sing
efectos;NOUN;Masc;Plur
secundarios;ADJ;Masc;Plur
en;ADP;;
este;DET;Masc;Sing
resumen;NOUN;Masc;Sing
puede;AUX;;Sing
ser;AUX;;
diferente;ADJ;;Sing
del;ADP;;
término;NOUN;Masc;Sing
usado;ADJ;Masc;Sing
en;ADP;;
el;DET;Masc;Sing
Consentimiento;PROPN;;
informado;ADJ;Masc;Sing
o;CCONJ;;
en;ADP;;
cualquier;DET;;Sing
otro;DET;Masc;Sing
documento;NOUN;Masc;Sing
relacionado;ADJ;Masc;Sing
con;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
.;PUNCT;;
En;ADP;;
este;DET;Masc;Sing
resumen;NOUN;Masc;Sing
,;PUNCT;;
se;PRON;;
denomina;VERB;;Sing
efectos;NOUN;Masc;Plur
secundarios;ADJ;Masc;Plur
*;PUNCT;;
a;ADP;;
aquellos;DET;Masc;Plur
eventos;NOUN;Masc;Plur
que;PRON;;
el;DET;Masc;Sing
médico;NOUN;Masc;Sing
del;ADP;;
estudio;NOUN;Masc;Sing
cree;VERB;;Sing
que;SCONJ;;
pueden;AUX;;Plur
haber;AUX;;
sido;AUX;Masc;Sing
causados;VERB;Masc;Plur
por;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
del;ADP;;
estudio;NOUN;Masc;Sing
.;PUNCT;;
El;DET;Masc;Sing
evento;NOUN;Masc;Sing
médico;ADJ;Masc;Sing
se;PRON;;
considerará;VERB;;Sing
como;SCONJ;;
grave;ADJ;;Sing
si;SCONJ;;
:;PUNCT;;
•;PUNCT;;
pone;VERB;;Sing
en;ADP;;
peligro;NOUN;Masc;Sing
la;DET;Fem;Sing
vida;NOUN;Fem;Sing
";";PUNCT;;
•;PUNCT;;
causa;NOUN;Fem;Sing
un;DET;Masc;Sing
daño;NOUN;Masc;Sing
permanente;ADJ;;Sing
";";PUNCT;;
•;PUNCT;;
requiere;VERB;;Sing
una;DET;Fem;Sing
hospitalización;NOUN;Fem;Sing
";";PUNCT;;
o;CCONJ;;
•;PUNCT;;
es;AUX;;Sing
mortal;ADJ;;Sing
.;PUNCT;;
Menos;ADV;;
del;ADP;;
1 %;NUM;;
de;ADP;;
los;DET;Masc;Plur
participantes;NOUN;;Plur
del;ADP;;
estudio;NOUN;Masc;Sing
reportó;VERB;;Sing
un;DET;Masc;Sing
evento;NOUN;Masc;Sing
médico;ADJ;Masc;Sing
grave;ADJ;;Sing
.;PUNCT;;
De;ADP;;
ellos;PRON;Masc;Plur
,;PUNCT;;
uno;PRON;Masc;Sing
fue;AUX;;Sing
un;DET;Masc;Sing
efecto;NOUN;Masc;Sing
secundario;ADJ;Masc;Sing
grave;ADJ;;Sing
.;PUNCT;;
Un;DET;Masc;Sing
bebé;NOUN;Masc;Sing
presentó;VERB;;Sing
estreñimiento;NOUN;Masc;Sing
seis;NUM;;Plur
días;NOUN;Masc;Plur
después;ADV;;
de;ADP;;
la;DET;Fem;Sing
primera;ADJ;Fem;Sing
dosis;NOUN;Fem;
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
contra;ADP;;
el;DET;Masc;Sing
rotavirus;NOUN;Masc;Sing
sin;ADP;;
PCV;PROPN;;
.;PUNCT;;
Se;PRON;;
recuperó;VERB;;Sing
en;ADP;;
un;DET;Masc;Sing
plazo;NOUN;Masc;Sing
de;ADP;;
dos;NUM;;Plur
semanas;NOUN;Fem;Plur
.;PUNCT;;
Un;DET;Masc;Sing
bebé;NOUN;Masc;Sing
se;PRON;;
retiró;VERB;;Sing
del;ADP;;
estudio;NOUN;Masc;Sing
debido;ADJ;;Sing
a;ADP;;
un;DET;Masc;Sing
efecto;NOUN;Masc;Sing
secundario;ADJ;Masc;Sing
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
(;PUNCT;;
hematoquecia;NOUN;Fem;Sing
o;CCONJ;;
sangre;NOUN;Fem;Sing
en;ADP;;
las;DET;Fem;Plur
heces;NOUN;Fem;Plur
);PUNCT;;
.;PUNCT;;
Este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
no;ADV;;
planteó;VERB;;Sing
ninguna;DET;Fem;Sing
inquietud;NOUN;Fem;Sing
con;ADP;;
respecto;NOUN;;
a;ADP;;
la;DET;Fem;Sing
seguridad;NOUN;Fem;Sing
.;PUNCT;;
En;ADP;;
general;NOUN;;
,;PUNCT;;
el;DET;Masc;Sing
efecto;NOUN;Masc;Sing
secundario;ADJ;Masc;Sing
más;ADV;;
frecuente;ADJ;;Sing
fue;AUX;;Sing
irritabilidad;NOUN;Fem;Sing
o;CCONJ;;
inquietud;NOUN;Fem;Sing
.;PUNCT;;
El;DET;Masc;Sing
efecto;NOUN;Masc;Sing
secundario;ADJ;Masc;Sing
más;ADV;;
frecuente;ADJ;;Sing
que;PRON;;
derivó;VERB;;Sing
en;ADP;;
una;DET;Fem;Sing
visita;NOUN;Fem;Sing
al;ADP;;
médico;NOUN;Masc;Sing
fue;AUX;;Sing
tos;NOUN;Masc;Sing
/;PUNCT;;
moqueo;NOUN;Masc;Sing
.;PUNCT;;
En;ADP;;
la;DET;Fem;Sing
figura;NOUN;Fem;Sing
2;NUM;;
se;PRON;;
muestra;VERB;;Sing
una;DET;Fem;Sing
lista;NOUN;Fem;Sing
de;ADP;;
los;DET;Masc;Plur
efectos;NOUN;Masc;Plur
secundarios;ADJ;Masc;Plur
más;ADV;;
frecuentes;ADJ;;Plur
.;PUNCT;;
Eventos;NOUN;Masc;Plur
médicos;ADJ;Masc;Plur
que;PRON;;
presentó;VERB;;Sing
al;ADP;;
menos;ADV;;
el;DET;Masc;Sing
3 %;NUM;;
de;ADP;;
los;DET;Masc;Plur
bebés;NOUN;Masc;Plur
Irritabilidad;PROPN;;
/;PUNCT;;
inquietud;NOUN;Fem;Sing
Pérdida;NOUN;Fem;Sing
del;ADP;;
apetito;NOUN;Masc;Sing
Tos;PROPN;;
/;PUNCT;;
moqueo;PROPN;;
Vómitos;PROPN;;
Fiebre;PROPN;;
Diarrea;PROPN;;
Infección;PROPN;;
de;ADP;;
las;DET;Fem;Plur
vías;NOUN;Fem;Plur
respiratorias;ADJ;Fem;Plur
superiores;ADJ;;Plur
Resfriado;PROPN;;
común;ADJ;;Sing
Fiebre;PROPN;;
Eczema;PROPN;;
¿;PUNCT;;
Cómo;PRON;;
ha;AUX;;Sing
ayudado;VERB;Masc;Sing
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
a;ADP;;
los;DET;Masc;Plur
pacientes;NOUN;;Plur
e;CCONJ;;
investigadores;NOUN;Masc;Plur
?;PUNCT;;
Los;DET;Masc;Plur
resultados;NOUN;Masc;Plur
de;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
indican;VERB;;Plur
que;SCONJ;;
la;DET;Fem;Sing
seguridad;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
contra;ADP;;
el;DET;Masc;Sing
rotavirus;NOUN;Masc;Sing
sin;ADP;;
PCV;PROPN;;
fue;AUX;;Sing
similar;ADJ;;Sing
a;ADP;;
la;DET;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
contra;ADP;;
el;DET;Masc;Sing
rotavirus;NOUN;Masc;Sing
que;PRON;;
se;PRON;;
utiliza;VERB;;Sing
en;ADP;;
la;DET;Fem;Sing
actualidad;NOUN;Fem;Sing
.;PUNCT;;
Este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
no;ADV;;
planteó;VERB;;Sing
ninguna;DET;Fem;Sing
inquietud;NOUN;Fem;Sing
con;ADP;;
respecto;NOUN;;
a;ADP;;
la;DET;Fem;Sing
seguridad;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
contra;ADP;;
el;DET;Masc;Sing
rotavirus;NOUN;Masc;Sing
sin;ADP;;
PCV;PROPN;;
.;PUNCT;;
En;ADP;;
combinación;NOUN;Fem;
con;ADP;;
los;DET;Masc;Plur
resultados;NOUN;Masc;Plur
de;ADP;;
otros;DET;Masc;Plur
estudios;NOUN;Masc;Plur
de;ADP;;
investigación;NOUN;Fem;Sing
,;PUNCT;;
los;DET;Masc;Plur
hallazgos;NOUN;Masc;Plur
de;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
pueden;AUX;;Plur
ayudar;VERB;;
a;ADP;;
mejorar;VERB;;
la;DET;Fem;Sing
comprensión;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
contra;ADP;;
el;DET;Masc;Sing
rotavirus;NOUN;Masc;Sing
y;CCONJ;;
las;DET;Fem;Plur
infecciones;NOUN;Fem;Plur
intestinales;ADJ;;Plur
causadas;ADJ;Fem;Plur
por;ADP;;
este;DET;Masc;Sing
virus;NOUN;Masc;
.;PUNCT;;
El;DET;Masc;Sing
título;NOUN;Masc;Sing
detallado;ADJ;Masc;Sing
para;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
de;ADP;;
investigación;NOUN;Fem;Sing
es;AUX;;Sing
el;DET;Masc;Sing
siguiente;ADJ;;Sing
:;PUNCT;;
Estudio;NOUN;Masc;Sing
de;ADP;;
fase;NOUN;Fem;Sing
III;NUM;;
,;PUNCT;;
ciego;NOUN;Masc;Sing
para;ADP;;
el;DET;Masc;Sing
observador;NOUN;Masc;Sing
,;PUNCT;;
aleatorizado;ADJ;Masc;Sing
y;CCONJ;;
multinacional;ADJ;Fem;Sing
para;ADP;;
evaluar;VERB;;
la;DET;Fem;Sing
reactogenicidad;NOUN;Fem;Sing
y;CCONJ;;
seguridad;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
formulación;NOUN;Fem;Sing
líquida;ADJ;Fem;Sing
sin;ADP;;
circovirus;NOUN;Masc;Sing
porcino;ADJ;Masc;Sing
(;PUNCT;;
PCV;PROPN;;
);PUNCT;;
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
oral;ADJ;;Sing
,;PUNCT;;
viva;ADJ;Fem;Sing
y;CCONJ;;
atenuada;ADJ;Fem;Sing
contra;ADP;;
el;DET;Masc;Sing
rotavirus;NOUN;Masc;Sing
humano;ADJ;Masc;Sing
(;PUNCT;;
RVH;PROPN;;
);PUNCT;;
de;ADP;;
GSK;PROPN;;
en;ADP;;
comparación;NOUN;Fem;
con;ADP;;
la;DET;Fem;Sing
formulación;NOUN;Fem;Sing
liofilizada;ADJ;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
vacuna;NOUN;Fem;Sing
contra;ADP;;
el;DET;Masc;Sing
RVH;PROPN;;
de;ADP;;
GSK;PROPN;;
cuando;SCONJ;;
se;PRON;;
administra;VERB;;Sing
como;SCONJ;;
una;DET;Fem;Sing
vacunación;NOUN;Fem;Sing
de;ADP;;
2;NUM;;
dosis;NOUN;Fem;
en;ADP;;
lactantes;NOUN;Masc;Plur
a;ADP;;
partir;NOUN;;
de;ADP;;
las;DET;Fem;Plur
6;NUM;;
a;ADP;;
12;NUM;;
semanas;NOUN;Fem;Plur
vida;NOUN;Fem;Sing
.;PUNCT;;
Estudio;NOUN;Masc;Sing
para;ADP;;
evaluar;VERB;;
los;DET;Masc;Plur
efectos;NOUN;Masc;Plur
y;CCONJ;;
la;DET;Fem;Sing
seguridad;NOUN;Fem;Sing
de;ADP;;
bepirovirsen;NOUN;Masc;Sing
en;ADP;;
participantes;NOUN;;Plur
con;ADP;;
hepatitis;NOUN;Fem;
B;PROPN;;
crónica;ADJ;Fem;Sing
.;PUNCT;;
Información;NOUN;Fem;Sing
general;ADJ;;Sing
sobre;ADP;;
el;DET;Masc;Sing
estudio;NOUN;Masc;Sing
clínico;ADJ;Masc;Sing
¿;PUNCT;;
Cuándo;ADV;;
se;PRON;;
hizo;VERB;;Sing
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
?;PUNCT;;
El;DET;Masc;Sing
estudio;NOUN;Masc;Sing
comenzó;VERB;;Sing
en;ADP;;
julio;PROPN;;
de;ADP;;
2020;NUM;;
y;CCONJ;;
finalizó;VERB;;Sing
en;ADP;;
marzo;PROPN;;
de;ADP;;
2022;NUM;;
.;PUNCT;;
¿;PUNCT;;
Qué;DET;;
medicamento;NOUN;Masc;Sing
se;PRON;;
estudió;VERB;;Sing
?;PUNCT;;
Los;DET;Masc;Plur
participantes;NOUN;;Plur
de;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
recibieron;VERB;;Plur
bepirovirsen;NOUN;Masc;Sing
o;CCONJ;;
placebo;NOUN;Masc;Sing
.;PUNCT;;
¿;PUNCT;;
Cuál;PRON;;Sing
era;AUX;;Sing
el;DET;Masc;Sing
motivo;NOUN;Masc;Sing
principal;ADJ;;Sing
de;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
?;PUNCT;;
La;DET;Fem;Sing
hepatitis;NOUN;Fem;
B;PROPN;;
crónica;ADJ;Fem;Sing
(;PUNCT;;
HBC;PROPN;;
);PUNCT;;
es;AUX;;Sing
una;DET;Fem;Sing
infección;NOUN;Fem;Sing
de;ADP;;
larga;ADJ;Fem;Sing
duración;NOUN;Fem;Sing
del;ADP;;
hígado;NOUN;Masc;Sing
causada;ADJ;Fem;Sing
por;ADP;;
el;DET;Masc;Sing
virus;NOUN;Masc;
de;ADP;;
la;DET;Fem;Sing
hepatitis;NOUN;Fem;
B;PROPN;;
(;PUNCT;;
VHB;PROPN;;
);PUNCT;;
.;PUNCT;;
Causa;ADJ;Fem;Sing
inflamación;NOUN;Fem;Sing
constante;ADJ;;Sing
del;ADP;;
hígado;NOUN;Masc;Sing
y;CCONJ;;
puede;AUX;;Sing
derivar;VERB;;
en;ADP;;
enfermedades;NOUN;Fem;Plur
hepáticas;ADJ;Fem;Plur
graves;ADJ;;Plur
,;PUNCT;;
como;SCONJ;;
la;DET;Fem;Sing
formación;NOUN;Fem;Sing
de;ADP;;
cicatrices;NOUN;Fem;Plur
en;ADP;;
el;DET;Masc;Sing
hígado;NOUN;Masc;Sing
(;PUNCT;;
cirrosis;NOUN;Fem;
);PUNCT;;
,;PUNCT;;
insuficiencia;NOUN;Fem;Sing
hepática;ADJ;Fem;Sing
o;CCONJ;;
cáncer;NOUN;Masc;
de;ADP;;
hígado;NOUN;Masc;Sing
.;PUNCT;;
El;DET;Masc;Sing
objetivo;NOUN;Masc;Sing
de;ADP;;
cualquier;DET;;Sing
tratamiento;NOUN;Masc;Sing
para;ADP;;
la;DET;Fem;Sing
HBC;PROPN;;
consiste;VERB;;Sing
en;ADP;;
controlar;VERB;;
la;DET;Fem;Sing
infección;NOUN;Fem;Sing
por;ADP;;
VHB;PROPN;;
al;ADP;;
combatir;VERB;;
el;DET;Masc;Sing
virus;NOUN;Masc;
y;CCONJ;;
disminuir;VERB;;
su;DET;;Sing
capacidad;NOUN;Fem;Sing
para;ADP;;
dañar;VERB;;
el;DET;Masc;Sing
hígado;NOUN;Masc;Sing
.;PUNCT;;
Las;DET;Fem;Plur
opciones;NOUN;Fem;Plur
de;ADP;;
tratamiento;NOUN;Masc;Sing
actuales;ADJ;;Plur
para;ADP;;
la;DET;Fem;Sing
HBC;PROPN;;
requieren;VERB;;Plur
tratamiento;NOUN;Masc;Sing
de;ADP;;
por;ADP;;
vida;NOUN;Fem;
con;ADP;;
terapia;NOUN;Fem;Sing
de;ADP;;
nucleósidos;NOUN;Masc;Plur
/;PUNCT;;
nucleótidos;NOUN;Masc;Plur
para;ADP;;
reducir;VERB;;
la;DET;Fem;Sing
multiplicación;NOUN;Fem;Sing
del;ADP;;
VHB;PROPN;;
.;PUNCT;;
Algunos;DET;Masc;Plur
participantes;NOUN;;Plur
podrían;AUX;;Plur
recibir;VERB;;
un;DET;Masc;Sing
tratamiento;NOUN;Masc;Sing
durante;ADP;;
un;DET;Masc;Sing
año;NOUN;Masc;Sing
con;ADP;;
peginterferón;NOUN;Masc;Sing
para;ADP;;
reforzar;VERB;;
el;DET;Masc;Sing
sistema;NOUN;Masc;Sing
inmunitario;ADJ;Masc;Sing
y;CCONJ;;
poder;AUX;;
combatir;VERB;;
el;DET;Masc;Sing
virus;NOUN;Masc;
.;PUNCT;;
La;DET;Fem;Sing
terapia;NOUN;Fem;Sing
de;ADP;;
nucleósidos;NOUN;Masc;Plur
y;CCONJ;;
nucleótidos;NOUN;Masc;Plur
evita;VERB;;Sing
que;SCONJ;;
el;DET;Masc;Sing
virus;NOUN;Masc;
se;PRON;;
multiplique;VERB;;Sing
.;PUNCT;;
En;ADP;;
este;DET;Masc;Sing
documento;NOUN;Masc;Sing
se;PRON;;
utiliza;VERB;;Sing
el;DET;Masc;Sing
término;NOUN;Masc;Sing
nucleós(t)idos;ADJ;Masc;Plur
para;ADP;;
nucleósidos;NOUN;Masc;Plur
/;PUNCT;;
nucleótidos;NOUN;Masc;Plur
.;PUNCT;;
Tal;NOUN;;
como;SCONJ;;
se;PRON;;
muestra;VERB;;Sing
en;ADP;;
la;DET;Fem;Sing
siguiente;ADJ;;Sing
figura;NOUN;Fem;Sing
,;PUNCT;;
el;DET;Masc;Sing
antígeno;NOUN;Masc;Sing
de;ADP;;
superficie;NOUN;Fem;Sing
de;ADP;;
la;DET;Fem;Sing
hepatitis;NOUN;Fem;
B;PROPN;;
(;PUNCT;;
HBsAg;PROPN;;
);PUNCT;;
es;AUX;;Sing
una;DET;Fem;Sing
sustancia;NOUN;Fem;Sing
que;PRON;;
suele;VERB;;Sing
encontrarse;VERB;;
en;ADP;;
la;DET;Fem;Sing
superficie;NOUN;Fem;Sing
del;ADP;;
virus;NOUN;Masc;
.;PUNCT;;
En;ADP;;
la;DET;Fem;Sing
hepatitis;NOUN;Fem;
B;PROPN;;
,;PUNCT;;
el;DET;Masc;Sing
virus;NOUN;Masc;
produce;VERB;;Sing
muchos;PRON;Masc;Plur
de;ADP;;
estos;DET;Masc;Plur
antígenos;NOUN;Masc;Plur
,;PUNCT;;
con;ADP;;
o;CCONJ;;
sin;ADP;;
el;DET;Masc;Sing
ADN;PROPN;;
del;ADP;;
virus;NOUN;Masc;
,;PUNCT;;
y;CCONJ;;
estos;PRON;Masc;Plur
funcionan;VERB;;Plur
como;SCONJ;;
carnada;NOUN;Fem;Sing
(;PUNCT;;
agotan;VERB;;Plur
las;DET;Fem;Plur
células;NOUN;Fem;Plur
del;ADP;;
cuerpo;NOUN;Masc;Sing
);PUNCT;;
,;PUNCT;;
lo;PRON;Masc;Sing
que;PRON;;
le;PRON;;Sing
dificulta;VERB;;Sing
combatir;VERB;;
la;DET;Fem;Sing
infección;NOUN;Fem;Sing
.;PUNCT;;
Los;DET;Masc;Plur
participantes;NOUN;;Plur
incluidos;ADJ;Masc;Plur
en;ADP;;
este;DET;Masc;Sing
estudio;NOUN;Masc;Sing
fueron;AUX;;Plur
aquellos;PRON;Masc;Plur
que;PRON;;
padecían;VERB;;Plur
HBC;PROPN;;
,;PUNCT;;
con;ADP;;
o;CCONJ;;
sin;ADP;;
HBeAg;PROPN;;
(;PUNCT;;
otra;DET;Fem;Sing
proteína;NOUN;Fem;Sing
del;ADP;;
virus;NOUN;Masc;
);PUNCT;;
y;CCONJ;;
con;ADP;;
distintas;DET;Fem;Plur
cantidades;NOUN;Fem;Plur
de;ADP;;
HBsAg;PROPN;;
.;PUNCT;;
Los;DET;Masc;Plur
participantes;NOUN;;Plur
podían;AUX;;Plur
ser;AUX;;
pacientes;NOUN;;Plur
que;PRON;;
recibían;VERB;;Plur
terapia;NOUN;Fem;Sing
de;ADP;;
nucleós(t)idos;ADJ;Masc;Plur
o;CCONJ;;
no;ADV;;
.;PUNCT;;
Los;DET;Masc;Plur
investigadores;NOUN;Masc;Plur
querían;VERB;;Plur
estudiar;VERB;;
la;DET;Fem;Sing
respuesta;NOUN;Fem;Sing
virológica;ADJ;Fem;Sing
de;ADP;;
estos;DET;Masc;Plur
participantes;NOUN;;Plur
al;ADP;;
bepirovirsen;NOUN;Masc;Sing
.;PUNCT;;
La;DET;Fem;Sing
respuesta;NOUN;Fem;Sing
virológica;ADJ;Fem;Sing
se;PRON;;
define;VERB;;Sing
a;ADP;;
continuación;NOUN;;
.;PUNCT;;
•;PUNCT;;
Respuesta;NOUN;Fem;Sing
del;ADP;;
criterio;NOUN;Masc;Sing
de;ADP;;
valoración;NOUN;Fem;Sing
principal;ADJ;;Sing
:;PUNCT;;
Participantes;NOUN;;Plur
que;PRON;;
habían;AUX;;Plur
tenido;VERB;Masc;Sing
HBsAg;PROPN;;
y;CCONJ;;
ADN;PROPN;;
de;ADP;;
VHB;PROPN;;
que;PRON;;
ya;ADV;;
no;ADV;;
podía;AUX;;Sing
detectarse;VERB;;
en;ADP;;
la;DET;Fem;Sing
sangre;NOUN;Fem;Sing
en;ADP;;
todas;DET;Fem;Plur
las;DET;Fem;Plur
visitas;NOUN;Fem;Plur
durante;ADP;;
seis;NUM;;Plur
meses;NOUN;Masc;Plur
después;ADV;;
de;ADP;;
la;DET;Fem;Sing
última;ADJ;Fem;Sing
dosis;NOUN;Fem;
de;ADP;;
bepirovirsen;NOUN;Masc;
.;PUNCT;;
Los;DET;Masc;Plur
participantes;NOUN;;Plur
no;ADV;;
debían;AUX;;Plur
haber;AUX;;
iniciado;VERB;Masc;Sing
ningún;DET;Masc;Sing
medicamento;NOUN;Masc;Sing
nuevo;ADJ;Masc;Sing
que;PRON;;
podría;AUX;;Sing
haber;AUX;;
afectado;VERB;Masc;Sing
a;ADP;;
los;DET;Masc;Plur
niveles;NOUN;Masc;Plur
de;ADP;;
HBsAg;PROPN;;
y;CCONJ;;
ADN;PROPN;;
de;ADP;;
VHB;PROPN;;
.;PUNCT;;
Los;DET;Masc;Plur
investigadores;NOUN;Masc;Plur
también;ADV;;
evaluaron;VERB;;Plur
la;DET;Fem;Sing
seguridad;NOUN;Fem;Sing
de;ADP;;
este;DET;Masc;Sing
medicamento;NOUN;Masc;Sing
.;PUNCT;;
¿;PUNCT;;
Cómo;PRON;;
se;PRON;;
realizó;VERB;;Sing
el;DET;Masc;Sing
estudio;NOUN;Masc;Sing
?;PUNCT;;
